id,question,answer,source,answer_pred,agree,n_correct
train-011512,"A rectangle has a perimeter of X inches and each side has an integer length. How many non-congruent rectangles meet these criteria?
If we know the answer to the above question is 16, what is the value of unknown variable X?",66,제보,16,0.25,0
train-011522,"Machine P and Machine Q are each used to manufacture 110 sprockets. It takes Machine P some hours longer to produce 110 sprockets than Machine Q. Machine Q produces 10% more sprockets per hour than Machine A, which produces 1.0000000000000013 sprockets per hour. How many hours longer does it take Machine P to produce 110 sprockets than Machine Q?",110,제보,10,0.375,0
train-011525,"In triangle $ABC$, $\angle C=90^\circ$, $\overrightarrow{AB}=(t,1)$, $\overrightarrow{AC}=(2,3)$. Find the value of the real number $t$.",5,자동탐지,2,0.875,0
train-011530,"a) Find the minimum positive integer $k$ so that for every positive integers $(x, y) $, for which $x/y^2$ and $y/x^2$, then $xy/(x+y) ^k$
b) Find the minimum positive integer $l$ so that for every positive integers $(x, y, z) $, for which $x/y^2$, $y/z^2$ and $z/x^2$, then $xyz/(x+y+z)^l$",3,제보,1,0.375,2
train-011536,"A sequence of positive integers is defined by $a_{0}=1$ and $a_{n+1}=a_{n}^{2}+1$ for each $n \geq 0$. Find $\operatorname{gcd}(a_{999}, a_{2004})$.",677,자동탐지,1,0.875,0
train-011546,"For each integer $n\geq 5$, let $a_n$ denote the base-$n$ number $0.\overline{161}_n$. The product $a_5a_6 \dotsm a_{50}$ can be expressed as $\frac{m}{n!}$, where $m$ and $n$ are positive integers and $n$ is as small as possible. What is the value of $m$?",111,제보,49,0.25,0
train-011550,"If you double a number and add 5 to the result, then that's 20 more than half of the original number. What's the original number?",4,제보,10,1.0,0
train-011568,"The parking lot in front of the school has 52 parking spaces. The parking lot in the back of the school has 38 spaces. If 39 cars have parked and 1/2 of the spaces of the back are filled, how many parking spaces are still available in the school?",32,제보,51,0.375,3
train-011576,"1. Does there exist integers $a<b<c<d$ satisfying
$$
\frac{a}{a}+\frac{a}{b}+\frac{a}{c}+\frac{a}{d}=\frac{b}{a}+\frac{b}{b}+\frac{b}{c}+\frac{b}{d} ?
$$",4,제보,0,0.5,0
train-011606,The positive number z is divisible by 4. The remainder of dividing z (2 + a certain number + z) + 3 by 2 is 1. What is the number that should replace the certain number in the expression?,2,제보,1,0.625,1
train-011612,"Hallie borrows a book from the library. She reads the entire book in five days. She reads 63 pages the first day. On the second day, she reads 1.5 times the number of pages that she'd read on day one. On the third day, she reads 20 more pages than she read on day two. On the fourth day, she reads 0.75 times the number of pages she read on day three. If the book is 480 pages long, how many pages did she read on the fifth day?",121,제보,122,0.5,0
train-011621,"Fiona completed 36 math questions in an hour. Shirley was able to complete a certain ratio of math questions within that same time compared to Fiona, and Kiana completed half of the sum of Fiona and Shirley's math questions. If they each did the same number of questions the following hour, how many math questions did all three girls complete in 2 hours?",2,제보,216,0.625,0
train-011677,What is $2453_6 + 16432_6$? Express your answer in both base 6 and base 10.,3881,제보,233116,0.375,0
train-011691,"Tim came in a certain position in math. When his mother asked him how much he had scored, he answered that he got the sum of the first 11 even numbers. His mother immediately worked out the answer. He scored 132 in math. What position did Tim come in?",132,제보,11,0.25,2
train-011697,"The graphs of a function f(x) = 3x + b and its inverse function f^-1(x) intersect at the point (-3, a). If both b and a are integers, what is the value of a?",-9,제보,-3,0.25,2
train-011708,"In a class there are some pupils, out of them 10 are in debate only and 18 in singing only. There are 17 pupils in both. How many pupils are there in the class?",28,제보,45,0.25,2
train-011716,"If Matt's peanut plantation measures 500 feet by 500 feet and each square foot of peanuts yields 50 grams, and it takes 20 grams of peanuts to produce 5 grams of peanut butter, and 1 kilogram of peanut butter sells for $10, how much money does he make from his plantation?",15625,제보,312500,0.25,0
train-011741,"What is the residue of $7^{1234}$, modulo 19?",9,제보,7,0.5,0
train-011744,"If Mrs. Lopez is planning to buy movie tickets for her husband, herself, her parents (ages 72 and 75), and her three children (ages 7, 10, 14), and the ticket prices are $11 for adults, $8 for children (ages 3-12), and $9 for senior citizens (ages 60+), how much money does she need to purchase tickets for everyone?",56,자동탐지,64,0.875,0
train-011758,"The time it took car P to travel 800 miles was 2 hours less than the time it took car R to travel the same distance. Car P's average speed was 10 miles per hour greater than that of car R. What was car R's average speed, in miles per hour?",50,제보,50,0.25,2
train-011767,What is the sum of the digits of the integer equal to $\left(10^{3}+1\right)^{2}$ ?,1002001,제보,4,0.875,0
train-011777,"Given that $\frac{1}{n} - \frac{1}{n+2} < \frac{1}{15}$, what is the least possible positive integer value of $n$?",6,제보,6,0.625,5
train-011800,"A rhombus has diagonals of lengths 30 units and 18 units. If the perimeter of the rhombus is 80 units, check if all sides are equal.",270,제보,4,0.125,0
train-011803,"In order to win a brand new Bible at Tom Sawyer's Sunday school, a student needs to accumulate 10 yellow tickets. Each yellow ticket is obtained by exchanging 10 red tickets, and each red ticket is obtained by exchanging 10 blue tickets. Blue tickets, on the other hand, are earned by memorizing two Bible verses. Instead of going through the trading process, Tom Sawyer has traded his toys and treasures with his friends and has managed to acquire 8 yellow tickets, 3 red tickets, and 7 blue tickets. How many additional blue tickets does Tom Sawyer need to earn in order to win a new Bible?",170,제보,93,0.25,0
train-011817,"Find all values of $k$ for which the product of the roots equals the positive difference squared between the maximum and minimum roots of the cubic equation
\[ x^3 - 2x^2 + x + k = 0. \]",-2,제보,0,0.125,0
train-011826,"The circle constructed on the larger lateral side $AB$ of the right trapezoid $ABCD$ as its diameter intersects the base $AD$ at its midpoint. It is known that $AB=10, CD=6$. Find the midline of the trapezoid.",12,자동탐지,8,1.0,0
train-011843,"Out of the 40 kids running a race, 10% of them finish in less than 6 minutes. Three times that number finish in less than 8 minutes. After accounting for these kids, 1/6 of the remaining kids take more than 14 minutes. How many kids in total take more than 14 minutes?",5,제보,4,0.375,0
train-011847,7 chess players take part in a tournament. Every player plays twice with each of his opponents. How many games are to be played?,84,제보,42,0.375,1
train-011858,"Let \( S = \{8^k : k \text{ is an integer}, 0 \leq k \leq 3000\} \). Given that \(8^{3000}\) has 2713 digits and that its first digit is 8, how many elements of \( S \) have 8 as their leftmost digit? Also, determine how many have 1 as their leftmost digit if \(8^{1500}\) has 1357 digits with the first digit as 1.",1357,제보,1,0.25,0
train-011862,"Suppose that \(g(x)\) is a function such that
\[g(xy) + 2x = xg(y) + g(x)\] for all real numbers \(x\) and \(y.\) If \(g(-1) = 3\) and \(g(1) = 1\), then compute \(g(-101).\)",103,제보,-100,0.125,0
train-011865,"Solve the equation
\[\sqrt{2 + \sqrt{3 + \sqrt{y}}} = \sqrt[4]{2 + \sqrt[3]{y}}.\]",64,제보,2,0.125,0
train-011871,"A cube is painted so that one side is red, three sides are blue, and two sides are green. How many different such cubes can be painted, considering that two cubes are the same if one can be rotated to match the other?",4,제보,12,0.25,0
train-011882,"Consider all functions $f: \mathbb{Z} \rightarrow \mathbb{Z}$ satisfying $$f(f(x)+2 x+20)=15$$ Call an integer $n$ good if $f(n)$ can take any integer value. In other words, if we fix $n$, for any integer $m$, there exists a function $f$ such that $f(n)=m$. Find the sum of all good integers $x$.",-35,자동탐지,0,0.75,0
train-011898,"Corey downloaded two movie series from his Netflix account with 12 seasons per series and some seasons for the other series. However, in the week, his computer got a mechanical failure, and he lost two episodes from each season for both series. If each season in the movie series that Corey downloaded had 16 episodes, he had 364 episodes remaining after the computer's mechanical failure. How many seasons were in the second movie series?",2,제보,14,0.125,1
train-011899,"At a birthday party, there are 20 red balloons and x green balloons. Before the party started, 3 red and 2 green balloons burst. How many balloons are left?
If we know the answer to the above question is 30, what is the value of unknown variable x?",17,제보,15,0.5,0
train-011907,"Jonsey is awake for 2/3 of the day and spends 1/2 her time awake playing outside and the rest inside. Her brother, Riley, is awake for 3/4 of the day and spends 1/3 of his day outside and the rest inside. How much time, on average, do they spend inside?",10,제보,10,0.5,4
train-011952,"Stephen rides his bicycle to church.  During the first third of his trip, he travels at a speed of 16 miles per hour. During the second third of his trip, riding uphill, he travels a speed of 12 miles per hour.  During the last third of his trip, he rides downhill at a speed of x miles per hour.  If each third of his trip takes 15 minutes, what is the distance Stephen rides his bicycle to church, It is 12 miles. What is the value of unknown variable x?",24,제보,20,0.25,1
